database_identifier,chemical_formula,smiles,inchi,metabolite_identification,mass_to_charge,fragmentation,modifications,charge,retention_time,taxid,species,database,database_version,reliability,uri,search_engine,search_engine_score,smallmolecule_abundance_sub,smallmolecule_abundance_stdev_sub,smallmolecule_abundance_std_error_sub,Breast_1,Breast_10,Breast_11,Breast_12,Breast_13,Breast_14,Breast_15,Breast_16,Breast_17,Breast_18,Breast_19,Breast_2,Breast_20,Breast_21,Breast_22,Breast_23,Breast_24,Breast_25,Breast_26,Breast_27,Breast_28,Breast_3,Breast_4,Breast_5,Breast_7,Breast_8,Breast_9,control_1,control_10,control_11,control_12,control_13,control_14,control_15,control_16,control_17,control_18,control_19,control_2,control_20,control_21,control_22,control_23,control_24,control_25,control_26,control_27,control_28,control_29,control_3,control_30,control_4,control_5,control_6,control_7,control_8,control_9,QC01,QC02,QC03,QC04,QC05,QC06,QC07
CHEBI:16449,C3H7NO2,CC(N)C(O)=O,"InChI=1S/C3H7NO2/c1-2(4)3(5)6/h2H,4H2,1H3,(H,5,6)","(alpha-D-mannosyl)7-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine, isoform A (protein)",90.05468559,,,,359.932,,,,,,,,,,,,40391683.06,19801593.64,41930024.29,57264249.67,33899985.6,26733999.19,33405564.76,28275359.46,33192629.91,23034581.05,42968125.71,21942094.1,31395280.17,36477825.19,33379656.13,25402319.43,23603119.41,28954134.29,24306351.59,13196654.24,24689812.43,33420608.79,26849958.21,23972852.92,33767443.84,11549554.81,32730323.35,33497637.08,37625831,29226893.76,30180569.64,31221763.65,42142082.43,20536835.9,40203585.68,28326053.27,33188617.36,25612313.81,39475891.92,37856346.24,35352582.28,33921382.5,18885778.41,30555112.33,25986281.15,31918412.61,35582065.51,22128109.01,30066465.77,32928549.79,22605932.99,32914922.62,24783590.22,43253814.88,37648365.63,30710382.54,21835593.57,32386256.36,32110830.13,30745877.59,32614526.9,32915783.64,33723631.93,32814187.84
CHEBI:16313,C5H9NO2,OC(=O)[C@H]1CCCN1,"InChI=1S/C5H9NO2/c7-5(8)4-2-1-3-6-4/h4,6H,1-3H2,(H,7,8)/t4-/m1/s1",D-Proline,116.0701757,,,,341.266,,,,,,,,,,,,44991364.33,29340298.63,44686397.04,46726460.72,28784920.33,30053192.18,27276670.25,29834503.47,29708969.7,24677202.52,35947948.4,28383356.08,29794655.33,46648495.73,30127551.1,21351920.48,31958060.61,27024897.54,26183527.7,17943427.59,40387263.66,35249385.88,26330331.21,32699838.15,25351257.07,22760446.69,20497422.89,36262683.12,38933994.48,25336090.52,32295576.55,28986493.02,32621280.73,22988557.35,30884811.59,23453739.97,36176911.81,52474618.72,27901436.97,36688510.47,26369201.35,34008338.38,19957591.96,30942660.66,33638560.02,24236056.78,28350912.34,26513128.19,23257453.71,37735680.56,26383900.16,35442696.42,35879508.82,37413915.19,34519452.58,37040892.74,27727497.58,27565173,37633168.72,37274324.98,32904282.41,32885100.29,31289433.89,35862091.34
CHEBI:169215,C27H38O12,O(CC(C(CC1=CC(OC)=C(O)C(OC)=C1)CO)CC2=CC(OC)=C(O)C(OC)=C2)C3OCC(O)C(O)C3O,"InChI=1S/C27H38O12/c1-34-19-7-14(8-20(35-2)24(19)31)5-16(11-28)17(12-38-27-26(33)23(30)18(29)13-39-27)6-15-9-21(36-3)25(32)22(10-15)37-4/h7-10,16-18,23,26-33H,5-6,11-13H2,1-4H3",Ssioriside,555.2389327,,,,278.7385,,,,,,,,,,,,1308184.215,819355.0278,1320618.314,1037150.11,859335.8502,849587.2392,2088294.39,2038654.461,1176629.367,1328787.472,1242781.604,1083210.822,1589244.259,1543534.647,2104789.675,1632323.812,1999941.608,1231338.551,1939018.051,901912.7419,1939779.225,2434770.027,1345394.924,2546419.244,1418624.252,1187833.532,3411409.441,1616876.975,1459934.709,2366643.644,1462856.966,1641637.055,1879605.041,2615014.754,2287992.368,2263323.521,1588104.371,1307627.081,1909783.771,1171357.708,1559572.284,1243732.325,1652511.541,1832075.614,2068387.418,2696006.457,1736896.89,1864018.005,2283444.432,1170497.67,2349042.228,2275861.369,1915921.722,2271667.428,1812786.011,1402397.949,1093028.501,1776695.119,1757010.623,1789326.972,1963035.303,1962308.232,1862134.109,1725198.469
CHEBI:4551,C41H64O14,[H][C@]12CC[C@]3([H])[C@]([H])(C[C@@H](O)[C@]4(C)[C@H](CC[C@]34O)C3=CC(=O)OC3)[C@@]1(C)CC[C@@H](C2)O[C@H]1C[C@H](O)[C@H](O[C@H]2C[C@H](O)[C@H](O[C@H]3C[C@H](O)[C@H](O)[C@@H](C)O3)[C@@H](C)O2)[C@@H](C)O1,"InChI=1S/C41H64O14/c1-19-36(47)28(42)15-34(50-19)54-38-21(3)52-35(17-30(38)44)55-37-20(2)51-33(16-29(37)43)53-24-8-10-39(4)23(13-24)6-7-26-27(39)14-31(45)40(5)25(9-11-41(26,40)48)22-12-32(46)49-18-22/h12,19-21,23-31,33-38,42-45,47-48H,6-11,13-18H2,1-5H3/t19-,20-,21-,23-,24+,25-,26-,27+,28+,29+,30+,31-,33+,34+,35+,36-,37-,38-,39+,40+,41+/m1/s1",Digoxin,803.4246911,,,,280.129,,,,,,,,,,,,344531.6093,213041.9965,377755.0823,278363.7291,344239.4345,179687.8725,856103.1857,986023.6719,469663.0538,420952.2073,412265.7433,215496.5362,700413.7307,530949.9358,1077376.45,756924.8152,1182510.206,433832.0738,630414.0478,280580.0008,920475.8747,970916.6261,397647.6193,936253.2169,552756.3752,375010.3644,1645270.124,732808.0337,501323.5532,848556.2438,523943.2227,545771.1215,741290.9592,1044714.873,827362.8382,775596.8856,645486.4118,566937.008,690281.9018,383110.5512,490774.1073,413257.5099,820196.2327,937262.6003,757003.9632,1713374.481,666722.0058,1285758.464,1161633.103,380588.1777,678694.5469,991777.8503,812388.3438,1016719.204,730613.3608,425176.6557,440905.0991,666380.7961,676300.1557,690118.9183,748471.2246,737234.8801,688278.9217,820530.7515
CHEBI:16347,C7H15NO3,C[N+](C)(C)C[C@H](O)CC([O-])=O,"InChI=1S/C7H15NO3/c1-8(2,3)5-6(9)4-7(10)11/h6,9H,4-5H2,1-3H3/t6-/m1/s1",L-Carnitine,162.1120456,,,,364.744,,,,,,,,,,,,1614146875,1347424098,1716848515,2453100500,1772114639,1636120449,1591060407,1540991025,1580207211,1214929388,1640581431,1753677765,1826663606,1567128424,1861985600,1676066966,1640699623,1937247349,1812851082,1441156445,1802102682,1664482186,1777898453,1793449420,1916165792,1348581264,1564347949,1581909696,1721844251,1816114169,1685993590,1888160416,1524368061,1569184956,1643843471,1611733444,1840175837,1601662371,1523960115,1560756875,1534256855,1673309514,1417137299,1669328675,1553304956,1721492834,1783657938,1731504727,1397025885,1539320361,1539219446,1866729383,1356516028,1747082366,1653548920,1650008002,1546026485,1688118504,1678021547,1654683020,1675160380,1751454460,1802718530,1784847304
CHEBI:50724,C4H9NO,CCCC(N)=O,"InChI=1S/C4H9NO/c1-2-3-4(5)6/h2-3H2,1H3,(H2,5,6)",Butyramide,88.06646146,,,,152.314,,,,,,,,,,,,1610277.413,1380552.824,3188870.859,1105429.522,2089866.821,1731942.471,1848517.627,3123429.725,3837896.023,2409468.121,1634877.587,1590510.584,1276411.362,1054857.814,4590959.297,3799924.287,1365567.046,3222595.173,3069793.451,2062417.468,1614524.706,1417521.394,3072851.563,1091987.25,2959512.391,1452134.968,2492520.949,1783087.924,2323014.459,3886371.912,1810360.581,5949167.075,3035657.528,6328946.506,2199010.235,5888348.118,5200322.922,3638636.934,2518381.916,3003408.306,5755687.176,1979694.488,3762217.209,5688481.144,3180745.848,3073156.199,5962228.382,4841193.135,3367224.608,2367302.866,3859357.362,5955890.948,2999129.187,1506380.322,5294708.758,4021535.654,6305154.485,1604803.069,3469444.099,3677948.405,2813851.458,3338760.826,3603004.671,3792056.045
CHEBI:168145,C22H40O11,O(C1C(O)C(O)C(OC1OCCC(CCC=C(C)C)C)CO)C2OC(C(O)C(O)C2O)CO,"InChI=1S/C22H40O11/c1-11(2)5-4-6-12(3)7-8-30-22-20(18(28)16(26)14(10-24)32-22)33-21-19(29)17(27)15(25)13(9-23)31-21/h5,12-29H,4,6-10H2,1-3H3",Citronellyl beta-sophoroside,481.2609225,,,,81.18155,,,,,,,,,,,,31427444.04,27458195.88,33204143.44,28549066.95,25946181.8,32039815.09,29854834.54,49021992.4,26113062.98,27950185.29,24481839.23,31829662.2,23973682.38,34063958.48,43011844.07,34622055.58,41769519.38,26062618.19,32142946.67,22526338.87,25858240.39,30723175.08,30836383,45750283.07,51029529.5,33014343.63,65243130.01,32090216.27,20957717.25,43290366.42,24892324.16,38966393.79,29117800.53,34496139.01,35004779.66,37219251.72,37851175.53,32736168.01,33525134.45,29771973.2,31501298.79,29837829.98,38269707.99,36328269.03,44335380.42,71412164.91,43171054.71,56239644.53,49096499.9,30106617.41,34327345.91,41792608.81,33677598.01,29539704.84,51122140.15,22795396.55,23848221.9,34839693.3,33038274.8,29666284.24,41764146.78,44388892.2,46380969.22,45232260.76
CHEBI:175436,C16H28O8,O1C2(C(O)CC(OC3OC(C(O)C(O)C3O)CO)(C1(C)C)CC2)C,"InChI=1S/C16H28O8/c1-14(2)16(5-4-15(3,24-14)9(18)6-16)23-13-12(21)11(20)10(19)8(7-17)22-13/h8-13,17-21H,4-7H2,1-3H3",Foeniculoside VII,349.1819198,,,,67.35965,,,,,,,,,,,,31239884.62,27150200.8,34439315.11,32803587.92,24939208.86,28761199.19,36597484.77,51081373.41,23685522.39,26643563.24,26219586.47,31081187.73,29113667.92,34582984.12,43866041.18,36604060.51,40598003.86,32433718.17,33081043.36,24338186.54,41083004.36,44458357.7,41197592.79,51708838.39,46456419.67,33973728.34,74083718.3,31446149.19,26656540.11,43764278.86,26710054.5,38388667.95,37041207.72,50509000.52,43449679.66,38192627.89,33662356.79,29178719.91,38577072.55,28770291.94,29619638.14,28470724.04,38427852.9,39282639.64,41078787.42,70289549.71,37724774.3,58044889.26,45898532.75,27809541.79,37709497.19,44486422.83,37668372.87,38499588.68,40289072.41,30441461.7,26035687.04,36301108.97,33068205.96,34885203.72,37280305.73,47806020.62,41218079.16,38540307.31
CHEBI:76341,C5H10N2O,NC1CCCNC1=O,"InChI=1S/C5H10N2O/c6-4-2-1-3-7-5(4)8/h4H,1-3,6H2,(H,7,8)",3-Amino-2-piperidone,115.086267,,,,263.524,,,,,,,,,,,,1117979.654,1262451.728,1279441.422,2367315.403,2029308.914,1536546.722,1953076.374,1310645.775,1490135.96,1188115.633,1541754.577,1312558.448,1128109.104,1239917.787,1867634.357,2320355.803,1545882.987,1513704.118,3353039,1033483.099,1235675.688,1692662.518,1098460.431,1302349.739,1457568.287,1185676.418,989069.8182,1650790.327,1582647.691,1299449.172,1627655.743,1998281.014,1614140.945,1510542.739,1580095.244,1626054.471,1535632.688,1575543.714,1174705.094,1567932.514,1698682.53,1365834.465,1238782.09,1517231.015,1303611.943,1399696.169,1620374.125,1841282.106,1191076.073,1480052.944,1210654.072,1313884.068,1252342.029,1161971.486,1378073.898,1533476.75,1368547.733,1614010.847,1464696.884,1560912.154,1341277.088,1454215.413,1337493.261,1121941.482
CHEBI:67521,C38H44O8,[H][C@@]12C[C@@]3([H])C(C)(C)O[C@@](CC=C(C)C(O)=O)(C1=O)[C@]31Oc3c(CC=C(C)C)c4O[C@](C)(CCC=C(C)C)C=Cc4c(O)c3C(=O)C1=C2,"InChI=1S/C38H44O8/c1-20(2)10-9-15-36(8)16-14-24-29(39)28-30(40)26-18-23-19-27-35(6,7)46-37(33(23)41,17-13-22(5)34(42)43)38(26,27)45-32(28)25(31(24)44-36)12-11-21(3)4/h10-11,13-14,16,18,23,27,39H,9,12,15,17,19H2,1-8H3,(H,42,43)/b22-13-/t23-,27+,36-,37+,38-/m1/s1",Gambogic acid,629.3112041,,,,96.666,,,,,,,,,,,,3478231.772,3009337.922,10903164.19,6377711.999,5621982.482,5310830.699,4810139.128,6275146.119,5990648.755,5531479.029,3088049.92,5273863.893,8041283.552,4185012.777,10349078.47,3859776.048,11592773.34,4911322.655,7435679.968,2018257.248,5009290.992,8452879.301,5125020.946,12879436.17,4731054.098,8273196.685,18025596.73,5069997.843,7443403.876,6988400.17,8048804.232,6166182.233,5714209.291,10042736.77,4622397.057,4940646.669,5934249.611,5897767.578,9590366.985,7202962.59,4984179.504,5211337.791,5919570.172,9025317.364,5298467.688,17092514.61,5819109.551,4724644.508,6208673.269,7272431.185,3547947.527,5766336.094,5960074.558,8837164.311,5857582.681,5892181.51,5844607.741,9494462.304,10431283.58,5476661.224,6337972.192,4222752.751,10579762.08,5736672.663
CHEBI:89015,C5H6N2,CC1=CN=CC=N1,"InChI=1S/C5H6N2/c1-5-4-6-2-3-7-5/h2-4H,1H3",Methylpyrazine,95.06008512,,,,48.451,,,,,,,,,,,,715648.2438,1011735.465,625172.5605,413541.5589,883018.3075,893375.4173,752183.03,1587084.27,638858.7788,1592305.315,722054.8351,874715.452,770898.2166,1720947.772,598782.0521,2323726.19,1207760.847,755304.808,2499957.172,637052.9059,711989.6965,641487.4854,1803922.347,513383.1169,522161.504,658311.8283,665888.4833,667646.3426,984678.9567,770629.8473,800361.4031,1152341.912,699537.6266,997900.0923,669199.1386,868196.3273,1141836.754,951395.2252,818782.48,684458.5756,574426.2017,914782.4075,684866.7818,670904.3804,738070.2072,734615.103,866678.1341,1423244.203,585403.8248,1812148.778,719505.1008,660544.5663,1341934.772,694543.579,662490.8991,907943.5107,1308424.116,968911.1403,664552.0105,802855.1998,1534185.776,879510.1796,1279784.02,1722406.413
CHEBI:173342,C6H11NO2,O=C(NC(CC=O)C)C,"InChI=1S/C6H11NO2/c1-5(3-4-8)7-6(2)9/h4-5H,3H2,1-2H3,(H,7,9)",3-Acetamidobutanal,130.0857195,,,,58.06505,,,,,,,,,,,,507469.3219,850650.0935,627385.1966,550084.4401,533196.1887,442063.7756,703824.04,706903.0421,325857.1004,1058686.935,660699.2015,480947.9072,497532.0241,637857.7088,695238.97,1108609.555,724779.2679,634525.274,810820.6357,501010.4268,505067.6765,525227.4593,1425840.631,992055.4017,667157.1253,713664.4007,1212133.354,759204.6612,602868.0668,887894.6997,687496.4296,851275.0945,1032877.443,2625537.225,908593.1579,655975.222,484319.2538,509143.7314,655266.976,710992.0958,503395.6452,599015.3207,462623.943,539418.5964,453589.71,861802.3316,780627.1743,527783.4716,793232.5826,519995.2313,688717.5627,920724.1445,853171.7919,632535.5346,835815.269,885185.272,524621.4365,623814.5705,708098.1566,785636.0209,938086.9,1120458.108,862339.9797,788084.5818
CHEBI:192077,C5H11NO2,[O-]C(=O)C([NH2+]C)(C)C,"InChI=1S/C5H11NO2/c1-5(2,6-3)4(7)8/h6H,1-3H3,(H,7,8)",N-Methyl-a-aminoisobutyric acid,118.0858569,,,,342.041,,,,,,,,,,,,7293957.716,17105664.14,24436681.55,17473587.16,17225914.25,18242774.04,18175177.12,19401195.53,15461637.41,14548481.49,17063062.5,16932687.87,15171944.31,15403824.91,18941626.44,19959116.72,16890825,18500111.57,21425223.7,12760135.85,18305413.68,18317921.33,15770884.4,15014655.28,889604.2175,16402836.42,19621439.84,18022236.14,25140257.75,20637148.6,18686742.09,20099762.01,18530331.74,20285183.38,21679605.65,18465840.79,19958976.53,20307396.69,21276452.07,20911631.8,17096533.44,22942570.84,14958913.91,23577683.33,18164574.08,19224623.06,21289907.24,15525288.28,16136347.39,18695857.39,19610466.71,17540236.66,16758576.96,18913503.07,17794110.98,18099943.27,17442709.21,20270088.39,18018142.11,22596107.9,18094913.1,19448994.1,18965881.96,18503609.29
CHEBI:15348,C4H7NO,CC(C)(O)C#N,"InChI=1S/C4H7NO/c1-4(2,6)3-5/h6H,1-2H3",Acetone cyanohydrin,86.05968914,,,,77.0271,,,,,,,,,,,,10002601.04,40916277.6,25080235.36,36371760.02,31578982.19,50105036.54,22994799.79,17046590.57,26645926.32,25304279.66,27329278.33,29349848.64,41147191.71,56197420.28,29320862.2,80891055.7,15783653.85,26026412.77,23575832.74,16108968.57,47832837.06,51530897.95,94560402.9,27099407.76,37630416.23,30798833.04,14296344.04,29113790.57,35928471.89,34281865.88,70322715.53,65276615.85,149274307.2,64538302.32,34226794.16,36110839.62,48897917.12,61549914.02,20062067.9,15214868.77,43317709.51,44909920.11,13793493.98,32617050.03,35552451.52,30570729.07,55452861,83672427.58,20121605.1,38547904.74,44169713.23,28919626.53,52165974.05,8512851.15,80882352.07,54697512.88,42913255.79,31941161.4,43684681.27,36451238.46,34976362.64,39195981.03,45156087.63,33321239.62
CHEBI:177638,C7H11NO,O1C(=NC(=C1C)C)CC,"InChI=1S/C7H11NO/c1-4-7-8-5(2)6(3)9-7/h4H2,1-3H3","2-Ethyl-4,5-dimethyloxazole",126.0908325,,,,66.8733,,,,,,,,,,,,693769.6368,302479.1743,1570946.281,1090308.022,276905.3474,781361.0106,272942.2518,810812.3498,622283.9699,1280044.598,711161.812,846950.2145,349226.5378,115677.1514,429970.9302,611780.0129,782987.4851,885878.9412,523653.9922,1034380.019,549049.3787,562807.0767,753462.5735,319770.9054,213209.3886,744362.7076,0,749003.4315,649954.8565,532798.8564,532133.5646,376529.8344,483597.8746,877235.0263,526566.4174,512341.6043,1135821.672,128503.9877,362734.8558,421716.8614,147580.4569,951534.7876,0,430134.8599,933621.3258,1129144.518,479418.014,438895.5485,541466.2119,561505.111,811148.6285,143791.1745,573622.4959,976068.6017,322549.8892,493162.2923,632755.1465,321743.8865,337243.5179,495662.4243,599959.6452,736786.9357,455490.9872,431764.9662
CHEBI:1604,C6H7N5O,,,3-Methylguanine,166.0720046,,,,198.441,,,,,,,,,,,,3572606.586,2573445.562,2948153.509,3099102.145,2508214.86,3628730.549,2336188.706,2506797.982,2294437.982,2913851.17,3308733.136,2976828.226,2712540.36,3060076.438,3251137.591,3338526.466,2724823.73,3060889.368,3173975.25,2007199.324,2007995.839,2454010.433,4011515.849,2343913.313,2131923.321,2411131.876,2571567.706,2591748.814,2746979.253,3295623.731,2914511.284,2699200.632,3153541.069,2159014.941,3043679.7,2511847.735,3350665.853,2388118.936,2492478.842,2793268.53,2103430.704,3468629.907,1955434.964,2437088.59,2550466.682,2529426.882,3285693.096,2420450.568,2874108.198,2557068.101,3006122.226,2464674.716,2367333.215,2760546.594,2765103.099,2693871.715,2556658.524,2661575.301,2976026.185,2851162.21,2904764.186,2693235.903,3096329.151,3085503.621
CHEBI:15887,C5H11NO2,NCCCCC(O)=O,"InChI=1S/C5H11NO2/c6-4-2-1-3-5(7)8/h1-4,6H2,(H,7,8)",5-Aminopentanoic acid,118.0858473,,,,377.913,,,,,,,,,,,,6332091.254,8893886.155,3940103.198,4584444.735,8373025.396,10801236.03,4036474.462,9609427.77,8909255.463,3880431.902,3297714.026,9860060.957,8627337.478,8945373.483,9730867.334,10008881.21,9220405.504,5816893.281,10024114.04,8679026.84,9143779.249,9119130.887,8336875.341,9910680.86,8780259.983,8555798.511,8699752.856,9165445.908,9653276.436,10558953.44,6765158.743,9324295.111,8506804.207,9903221.394,11206648.16,8888507.129,9879481.141,9590931.059,9296602.706,9184113.457,9077836.092,9634252.004,8873557.801,9104809.02,9650168.361,11083973.53,9390477.529,8844938.509,8571618.405,9123614.886,9206074.674,8947577.249,10191677.96,9753182.442,9335061.349,10401587.79,8972556.367,9361037.248,9160264.899,9580210.461,9146255.553,9513111.948,8834874.669,9004700.328
CHEBI:73959,C6H6N4O,Cn1cnc2nc[nH]c2c1=O,"InChI=1S/C6H6N4O/c1-10-3-9-5-4(6(10)11)7-2-8-5/h2-3H,1H3,(H,7,8)",1-Methylhypoxanthine,151.0610907,,,,149.773,,,,,,,,,,,,1636054.97,979583.5656,579594.8687,1569809.72,671269.0621,1531569.098,754024.1175,758914.7582,626653.3955,1247637.078,975634.3119,1164745.646,861881.3313,988823.301,689086.2212,1490689.359,922491.0186,923479.0159,680414.6651,1031543.862,140783.0292,1625634.763,1626494.545,935107.4593,691882.8373,856161.2176,789453.2532,197294.7552,749352.9975,1021513.387,970688.5023,457100.5767,1183883.546,688204.513,826039.7997,517943.6794,1223306.04,731166.5927,838216.6625,357137.6745,391830.7027,1154151.23,133211.6555,859292.6201,792498.232,1057007.217,856240.7186,497652.8716,643175.4341,693049.0231,932645.12,307018.5314,545393.3409,1080022.631,569194.0983,942630.528,712428.5398,780672.4491,809961.3478,762053.6867,930178.3996,916093.6107,758291.786,937739.0112
CHEBI:168103,C23H34N4O8,O1[C@@]([C@H](NC(=O)[C@@H](NC(=O)[C@@H](NC)[C@H](O)C2=CC1=C(O)C=C2)C(C)C)C(=O)NCC(O)=O)(CC)C,"InChI=1S/C23H34N4O8/c1-6-23(4)19(22(34)25-10-15(29)30)27-20(32)16(11(2)3)26-21(33)17(24-5)18(31)12-7-8-13(28)14(9-12)35-23/h7-9,11,16-19,24,28,31H,6,10H2,1-5H3,(H,25,34)(H,26,33)(H,27,32)(H,29,30)/t16-,17-,18+,19+,23+/m0/s1",Ustiloxin D,495.2394013,,,,278.5065,,,,,,,,,,,,15185141.83,11803986.9,15612112.63,13002646.23,11913432.87,11679350.93,23302669.98,22599112.11,13550222.84,15367683.08,15787125.82,13659997.05,17946017.63,17884446.74,22617480.92,18438056.78,20627396.73,15560814.6,19765168.8,13369433.23,19964098.13,24369655.8,17052335.77,26070374.29,17339000.07,14910185.76,33776850.92,19450870.4,17100431.46,24107818.27,17610254.37,18298460.66,23645774.13,29486237.16,27130119.09,26821589.28,18372207.92,16562984.6,21393561.18,15433925.57,18017301.94,14989971.25,19773659.21,22324131.52,20908791.68,27935021.85,20124776.47,22278030.76,24873344.97,13747612.21,27164359.76,24615336.84,20510226.93,24653371.59,21305918.54,16188401.11,13993273.73,19580137.58,20317630.51,21475097.14,21416664.1,21919081.05,20776346.9,21453391.01
,,,,2-Propylpiperidine,128.1429216,,,,197.486,,,,,,,,,,,,7753534.167,8531365.333,7010799.264,7592232.529,8208859.668,8676411.492,8102634.471,7648902.197,9058534.486,9888445.317,7797142.145,10260050.55,10754099.61,10128802.75,8435858.178,8599640.116,7525279.851,8343375.158,7541569.281,8869788.79,7478048.475,8673179.233,6968928.428,9465162.411,7665166.571,8496224.956,7048079.188,7696877.31,9058632.494,8952389.833,9343072.891,7862622.672,7555647.714,7977879.807,7461568.314,8899374.931,9726985.956,7919319.397,9433457.002,8515632.652,9564455.847,8181311.795,9333229.408,8072417.268,8023806.47,8212388.971,8801075.249,8240284.428,8281806.749,8259112.219,8604067.199,7601381.322,7476279.961,9922109.834,8771760.47,7881666.887,8007042.183,8206533.195,8021707.68,7438801.093,8896710.957,7415166.043,7886333.407,8369299.582
CHEBI:8087,C13H16N2O4,NC(=O)CCC(NC(=O)Cc1ccccc1)C(O)=O,"InChI=1S/C13H16N2O4/c14-11(16)7-6-10(13(18)19)15-12(17)8-9-4-2-1-3-5-9/h1-5,10H,6-8H2,(H2,14,16)(H,15,17)(H,18,19)",Phenylacetylglutamine,265.1147212,,,,536.687,,,,,,,,,,,,3993527.146,1707770.369,3992223.005,2597562.637,4682705.055,10976931.35,4414638.514,4254247.148,4095696.103,4754168.506,6050610.283,3825591.793,4581447.682,4633958.345,4094969.327,3745614.348,4458917.256,4168158.226,9040552.925,17657192.48,3983975.844,4174751.314,3973458.496,2375091.819,3820262.941,3783869.746,4466383.947,4816826.638,4516959.292,3904293.382,7006183.676,2951860.584,4652592.928,4354716.92,3851541.617,2447958.228,14457562.91,4778030.602,3558458.022,4160946.329,2621982.729,5872703.625,2023985.491,4628717.276,3961641.853,9477781.577,3909873.294,9664421.855,4303611.076,1881610.306,3987072.462,7005383.457,4188187.247,4591913.894,3673449.261,4629827.831,4412420.264,7839638.163,4580185.168,2805238.387,4166230.864,5230805.199,3846120.258,3984568.321
